,strain,pool
12293,leaf_14012,train
12294,leaf_20593,train
12295,leaf_22297,train
12296,leaf_16384,train
12297,leaf_14923,train
12298,leaf_8121,train
12299,leaf_19438,train
12300,leaf_2597,train
12301,leaf_8949,train
12302,leaf_570,train
12303,leaf_14382,train
12304,leaf_16505,train
12305,leaf_3223,train
12306,leaf_11268,train
12307,leaf_4105,train
12308,leaf_15726,train
12309,leaf_15622,train
12310,leaf_17505,train
12311,leaf_18277,train
12312,leaf_11513,train
12313,leaf_4856,train
12314,leaf_21389,train
12315,leaf_18243,train
12316,leaf_14215,train
12317,leaf_3600,train
12318,leaf_13318,train
12319,leaf_5144,train
12320,leaf_7033,train
12321,leaf_9733,train
12322,leaf_861,train
12323,leaf_913,train
12324,leaf_3173,train
12325,leaf_2837,train
12326,leaf_21137,train
12327,leaf_5544,train
12328,leaf_14958,train
12329,leaf_21523,train
12330,leaf_17053,train
12331,leaf_9524,train
12332,leaf_3313,train
12333,leaf_18352,train
12334,leaf_7399,train
12335,leaf_7207,train
12336,leaf_12269,train
12337,leaf_1622,train
12338,leaf_16287,train
12339,leaf_660,train
12340,leaf_16040,train
12341,leaf_20276,train
12342,leaf_17560,train
12343,leaf_16546,train
12344,leaf_13672,train
12345,leaf_14803,train
12346,leaf_928,train
12347,leaf_20675,train
12348,leaf_14439,train
12349,leaf_2038,train
12350,leaf_5774,train
12351,leaf_9246,train
12352,leaf_2194,train
12353,leaf_11056,train
12354,leaf_8627,train
12355,leaf_14571,train
12356,leaf_19883,train
12357,leaf_22590,train
12358,leaf_18293,train
12359,leaf_14378,train
12360,leaf_20954,train
12361,leaf_2882,train
12362,leaf_3156,train
12363,leaf_16833,train
12364,leaf_2316,train
12365,leaf_18114,train
12366,leaf_10907,train
12367,leaf_9036,train
12368,leaf_13690,train
12369,leaf_19333,train
12370,leaf_5489,train
12371,leaf_13589,train
12372,leaf_6988,train
12373,leaf_17178,train
12374,leaf_7951,train
12375,leaf_1826,train
12376,leaf_19400,train
12377,leaf_980,train
12378,leaf_4477,train
12379,leaf_3461,train
12380,leaf_1178,train
12381,leaf_14799,train
12382,leaf_20590,train
12383,leaf_6094,train
12384,leaf_22282,train
12385,leaf_19510,train
12386,leaf_1817,train
12387,leaf_5995,train
12388,leaf_15332,train
12389,leaf_2167,train
12390,leaf_2133,train
12391,leaf_7221,train
12392,leaf_10551,train
12393,leaf_6228,train
12394,leaf_1495,train
12395,leaf_2909,train
12396,leaf_18706,train
12397,leaf_22048,train
12398,leaf_7903,train
12399,leaf_1478,train
12400,leaf_21707,train
12401,leaf_18733,train
12402,leaf_21449,train
12403,leaf_2276,train
12404,leaf_20327,train
12405,leaf_19865,train
12406,leaf_4958,train
12407,leaf_5055,train
12408,leaf_910,train
12409,leaf_7523,train
12410,leaf_5214,train
12411,leaf_161,train
12412,leaf_12605,train
12413,leaf_18315,train
12414,leaf_18581,train
12415,leaf_8537,train
12416,leaf_20079,train
12417,leaf_4327,train
12418,leaf_17244,train
12419,leaf_23007,train
12420,leaf_20156,train
12421,leaf_54,train
12422,leaf_15151,train
12423,leaf_786,train
12424,leaf_13741,train
12425,leaf_22081,train
12426,leaf_14907,train
12427,leaf_20939,train
12428,leaf_2464,train
12429,leaf_14952,train
12430,leaf_14510,train
12431,leaf_22758,train
12432,leaf_10882,train
12433,leaf_4834,train
12434,leaf_296,train
12435,leaf_1013,train
12436,leaf_22879,train
12437,leaf_22785,train
12438,leaf_843,train
12439,leaf_21919,train
12440,leaf_680,train
12441,leaf_18460,train
12442,leaf_22988,train
12443,leaf_20479,train
12444,leaf_18947,train
12445,leaf_12141,train
12446,leaf_17518,train
12447,leaf_22054,train
12448,leaf_11053,train
12449,leaf_11244,train
12450,leaf_21113,train
12451,leaf_6291,train
12452,leaf_7834,train
12453,leaf_12024,train
12454,leaf_5890,train
12455,leaf_20271,train
12456,leaf_21230,train
12457,leaf_3771,train
12458,leaf_6451,train
12459,leaf_63,train
12460,leaf_21171,train
12461,leaf_13319,train
12462,leaf_16159,train
12463,leaf_7639,train
12464,leaf_7677,train
12465,leaf_2184,train
12466,leaf_9605,train
12467,leaf_6329,train
12468,leaf_6549,train
12469,leaf_3808,train
12470,leaf_12953,train
12471,leaf_1689,train
12472,leaf_16082,train
12473,leaf_17624,train
12474,leaf_18747,train
12475,leaf_21329,train
12476,leaf_7147,train
12477,leaf_9140,train
12478,leaf_4425,train
12479,leaf_2417,train
12480,leaf_1664,train
12481,leaf_3445,train
12482,leaf_16926,train
12483,leaf_19720,train
12484,leaf_20621,train
12485,leaf_9833,train
12486,leaf_11608,train
12487,leaf_17419,train
12488,leaf_3975,train
12489,leaf_9780,train
12490,leaf_12403,train
12491,leaf_20046,train
12492,leaf_12574,train
12493,leaf_4199,train
12494,leaf_21152,train
12495,leaf_17169,train
12496,leaf_749,train
12497,leaf_43,train
12498,leaf_8053,train
12499,leaf_4829,train
12500,leaf_17479,train
12501,leaf_6856,train
12502,leaf_20473,train
12503,leaf_14939,train
12504,leaf_8631,train
12505,leaf_3122,train
12506,leaf_8500,train
12507,leaf_8048,train
12508,leaf_21428,train
12509,leaf_396,train
12510,leaf_14312,train
12511,leaf_2542,train
12512,leaf_6872,train
12513,leaf_6748,train
12514,leaf_11006,train
12515,leaf_4298,train
12516,leaf_3033,train
12517,leaf_21008,train
12518,leaf_13571,train
12519,leaf_11162,train
12520,leaf_14565,train
12521,leaf_14354,train
12522,leaf_15906,train
12523,leaf_8495,train
12524,leaf_4812,train
12525,leaf_19956,train
12526,leaf_1750,train
12527,leaf_17646,train
12528,leaf_5190,train
12529,leaf_17573,train
12530,leaf_20105,train
12531,leaf_5592,train
12532,leaf_6680,train
12533,leaf_15531,train
12534,leaf_1777,train
12535,leaf_5965,train
12536,leaf_17249,train
12537,leaf_10990,train
12538,leaf_11709,train
12539,leaf_21506,train
12540,leaf_21472,train
12541,leaf_7308,train
12542,leaf_8339,train
12543,leaf_10121,train
12544,leaf_7857,train
12545,leaf_22920,train
12546,leaf_8899,train
12547,leaf_19236,train
12548,leaf_22694,train
12549,leaf_3609,train
12550,leaf_22731,train
12551,leaf_22956,train
12552,leaf_10796,train
12553,leaf_17237,train
12554,leaf_22364,train
12555,leaf_17991,train
12556,leaf_6848,train
12557,leaf_13284,train
12558,leaf_13462,train
12559,leaf_13433,train
12560,leaf_14051,train
12561,leaf_7755,train
12562,leaf_21133,train
12563,leaf_11096,train
12564,leaf_13594,train
12565,leaf_22832,train
12566,leaf_5650,train
12567,leaf_11200,train
12568,leaf_9836,train
12569,leaf_2125,train
12570,leaf_8553,train
12571,leaf_12371,train
12572,leaf_5377,train
12573,leaf_19967,train
12574,leaf_14446,train
12575,leaf_14590,train
12576,leaf_17074,train
12577,leaf_8848,train
12578,leaf_16257,train
12579,leaf_12085,train
12580,leaf_8578,train
12581,leaf_20847,train
12582,leaf_19155,train
12583,leaf_1961,train
12584,leaf_8214,train
12585,leaf_18637,train
12586,leaf_11979,train
12587,leaf_8576,train
12588,leaf_7982,train
12589,leaf_5286,train
12590,leaf_1615,train
12591,leaf_13300,train
12592,leaf_3420,train
12593,leaf_21825,train
12594,leaf_12903,train
12595,leaf_17117,train
12596,leaf_7884,train
12597,leaf_11870,train
12598,leaf_18685,train
12599,leaf_4139,train
12600,leaf_18889,train
12601,leaf_13884,train
12602,leaf_18382,train
12603,leaf_10946,train
12604,leaf_5647,train
12605,leaf_19970,train
12606,leaf_21314,train
12607,leaf_1675,train
12608,leaf_1315,train
12609,leaf_4720,train
12610,leaf_397,train
12611,leaf_1646,train
12612,leaf_12984,train
12613,leaf_2068,train
12614,leaf_20134,train
12615,leaf_16215,train
12616,leaf_17108,train
12617,leaf_9886,train
12618,leaf_17012,train
12619,leaf_16478,train
12620,leaf_10142,train
12621,leaf_21675,train
12622,leaf_2422,train
12623,leaf_2485,train
12624,leaf_5780,train
12625,leaf_6690,train
12626,leaf_6048,train
12627,leaf_10324,train
12628,leaf_22005,train
12629,leaf_20390,train
12630,leaf_21804,train
12631,leaf_8683,train
12632,leaf_2845,train
12633,leaf_631,train
12634,leaf_16691,train
12635,leaf_9885,train
12636,leaf_2805,train
12637,leaf_1981,train
12638,leaf_16613,train
12639,leaf_4719,train
12640,leaf_20245,train
12641,leaf_16468,train
12642,leaf_5389,train
12643,leaf_253,train
12644,leaf_3443,train
12645,leaf_19019,train
12646,leaf_9365,train
12647,leaf_18112,train
12648,leaf_5410,train
12649,leaf_5380,train
12650,leaf_12880,train
12651,leaf_21779,train
12652,leaf_344,train
12653,leaf_970,train
12654,leaf_22170,train
12655,leaf_11026,train
12656,leaf_7507,train
12657,leaf_231,train
12658,leaf_5786,train
12659,leaf_12948,train
12660,leaf_15820,train
12661,leaf_325,train
12662,leaf_12866,train
12663,leaf_20535,train
12664,leaf_9689,train
12665,leaf_19778,train
12666,leaf_8964,train
12667,leaf_20472,train
12668,leaf_1100,train
12669,leaf_1784,train
12670,leaf_18515,train
12671,leaf_12728,train
12672,leaf_21307,train
12673,leaf_21213,train
12674,leaf_1537,train
12675,leaf_10220,train
12676,leaf_7445,train
12677,leaf_17763,train
12678,leaf_7625,train
12679,leaf_2782,train
12680,leaf_3436,train
12681,leaf_893,train
12682,leaf_350,train
12683,leaf_12168,train
12684,leaf_2490,train
12685,leaf_11333,train
12686,leaf_1101,train
12687,leaf_19725,train
12688,leaf_18524,train
12689,leaf_15939,train
12690,leaf_2178,train
12691,leaf_20682,train
12692,leaf_4619,train
12693,leaf_12828,train
12694,leaf_19326,train
12695,leaf_10162,train
12696,leaf_18320,train
12697,leaf_176,train
12698,leaf_10643,train
12699,leaf_15893,train
12700,leaf_22639,train
12701,leaf_19136,train
12702,leaf_1678,train
12703,leaf_13795,train
12704,leaf_6904,train
12705,leaf_3793,train
12706,leaf_12893,train
12707,leaf_22225,train
12708,leaf_10476,train
12709,leaf_9104,train
12710,leaf_10261,train
12711,leaf_9664,train
12712,leaf_12203,train
12713,leaf_22118,train
12714,leaf_21637,train
12715,leaf_10578,train
12716,leaf_6518,train
12717,leaf_203,train
12718,leaf_18574,train
12719,leaf_14072,train
12720,leaf_5399,train
12721,leaf_22115,train
12722,leaf_13470,train
12723,leaf_13707,train
12724,leaf_228,train
12725,leaf_19314,train
12726,leaf_22273,train
12727,leaf_3526,train
12728,leaf_17650,train
12729,leaf_17978,train
12730,leaf_10198,train
12731,leaf_13466,train
12732,leaf_1341,train
12733,leaf_12172,train
12734,leaf_4304,train
12735,leaf_5990,train
12736,leaf_3508,train
12737,leaf_88,train
12738,leaf_8886,train
12739,leaf_2257,train
12740,leaf_20426,train
12741,leaf_6503,train
12742,leaf_5777,train
12743,leaf_12582,train
12744,leaf_8799,train
12745,leaf_19094,train
12746,leaf_4065,train
12747,leaf_4597,train
12748,leaf_8843,train
12749,leaf_2204,train
12750,leaf_4007,train
12751,leaf_14553,train
12752,leaf_5952,train
12753,leaf_21968,train
12754,leaf_13988,train
12755,leaf_10348,train
12756,leaf_13752,train
12757,leaf_11315,train
12758,leaf_5844,train
12759,leaf_2140,train
12760,leaf_14110,train
12761,leaf_13962,train
12762,leaf_6112,train
12763,leaf_15050,train
12764,leaf_4841,train
12765,leaf_11400,train
12766,leaf_13365,train
12767,leaf_9070,train
12768,leaf_21971,train
12769,leaf_9651,train
12770,leaf_19550,train
12771,leaf_12856,train
12772,leaf_22017,train
12773,leaf_2977,train
12774,leaf_2275,train
12775,leaf_13132,train
12776,leaf_12876,train
12777,leaf_17953,train
12778,leaf_3679,train
12779,leaf_10403,train
12780,leaf_1021,train
12781,leaf_5104,train
12782,leaf_334,train
12783,leaf_11857,train
12784,leaf_17805,train
12785,leaf_9211,train
12786,leaf_6431,train
12787,leaf_12153,train
12788,leaf_7642,train
12789,leaf_15283,train
12790,leaf_7137,train
12791,leaf_2567,train
12792,leaf_2095,train
12793,leaf_10966,train
12794,leaf_21980,train
12795,leaf_14641,train
12796,leaf_2164,train
12797,leaf_9936,train
12798,leaf_14391,train
12799,leaf_17031,train
12800,leaf_6697,train
12801,leaf_364,train
12802,leaf_22662,train
12803,leaf_1206,train
12804,leaf_7054,train
12805,leaf_8907,train
12806,leaf_20385,train
12807,leaf_22319,train
12808,leaf_3098,train
12809,leaf_11605,train
12810,leaf_3426,train
12811,leaf_20229,train
12812,leaf_10095,train
12813,leaf_9158,train
12814,leaf_11451,train
12815,leaf_18532,train
12816,leaf_8297,train
12817,leaf_19441,train
12818,leaf_5396,train
12819,leaf_2650,train
12820,leaf_8308,train
12821,leaf_450,train
12822,leaf_20756,train
12823,leaf_18134,train
12824,leaf_13078,train
12825,leaf_9030,train
12826,leaf_15965,train
12827,leaf_22317,train
12828,leaf_919,train
12829,leaf_5279,train
12830,leaf_10472,train
12831,leaf_4400,train
12832,leaf_4773,train
12833,leaf_20869,train
12834,leaf_2160,train
12835,leaf_21335,train
12836,leaf_6491,train
12837,leaf_10271,train
12838,leaf_19619,train
12839,leaf_1654,train
12840,leaf_18399,train
12841,leaf_11294,train
12842,leaf_11938,train
12843,leaf_11643,train
12844,leaf_6108,train
12845,leaf_7706,train
12846,leaf_14454,train
12847,leaf_4012,train
12848,leaf_1414,train
12849,leaf_239,train
12850,leaf_7984,train
12851,leaf_13511,train
12852,leaf_1303,train
12853,leaf_10496,train
12854,leaf_16574,train
12855,leaf_13615,train
12856,leaf_2841,train
12857,leaf_13443,train
12858,leaf_21014,train
12859,leaf_4227,train
12860,leaf_21172,train
12861,leaf_19090,train
12862,leaf_15038,train
12863,leaf_3645,train
12864,leaf_11353,train
12865,leaf_11697,train
12866,leaf_15032,train
12867,leaf_9559,train
12868,leaf_19706,train
12869,leaf_21837,train
12870,leaf_23065,train
12871,leaf_5571,train
12872,leaf_4616,train
12873,leaf_19139,train
12874,leaf_7031,train
12875,leaf_17167,train
12876,leaf_9874,train
12877,leaf_14117,train
12878,leaf_20709,train
12879,leaf_10818,train
12880,leaf_11562,train
12881,leaf_2604,train
12882,leaf_2996,train
12883,leaf_21267,train
12884,leaf_8990,train
12885,leaf_14890,train
12886,leaf_2314,train
12887,leaf_872,train
12888,leaf_8628,train
12889,leaf_21351,train
12890,leaf_1846,train
12891,leaf_16940,train
12892,leaf_14296,train
12893,leaf_12918,train
12894,leaf_14827,train
12895,leaf_19130,train
12896,leaf_13038,train
12897,leaf_1792,train
12898,leaf_10341,train
12899,leaf_15275,train
12900,leaf_4375,train
12901,leaf_960,train
12902,leaf_3013,train
12903,leaf_7268,train
12904,leaf_11423,train
12905,leaf_8713,train
12906,leaf_19756,train
12907,leaf_22332,train
12908,leaf_18716,train
12909,leaf_5818,train
12910,leaf_6659,train
12911,leaf_1787,train
12912,leaf_15307,train
12913,leaf_17606,train
12914,leaf_4974,train
12915,leaf_20023,train
12916,leaf_22695,train
12917,leaf_15493,train
12918,leaf_21049,train
12919,leaf_5275,train
12920,leaf_1608,train
12921,leaf_14148,train
12922,leaf_22264,train
12923,leaf_5333,train
12924,leaf_20934,train
12925,leaf_2049,train
12926,leaf_13509,train
12927,leaf_9294,train
12928,leaf_2579,train
12929,leaf_22109,train
12930,leaf_2080,train
12931,leaf_16451,train
12932,leaf_22321,train
12933,leaf_1096,train
12934,leaf_19568,train
12935,leaf_19232,train
12936,leaf_21555,train
12937,leaf_14686,train
12938,leaf_540,train
12939,leaf_21801,train
12940,leaf_16620,train
12941,leaf_21228,train
12942,leaf_10762,train
12943,leaf_20766,train
12944,leaf_3176,train
12945,leaf_7698,train
12946,leaf_12956,train
12947,leaf_12941,train
12948,leaf_13512,train
12949,leaf_3782,train
12950,leaf_12946,train
12951,leaf_2798,train
12952,leaf_13301,train
12953,leaf_2192,train
12954,leaf_4215,train
12955,leaf_8499,train
12956,leaf_1660,train
12957,leaf_22642,train
12958,leaf_20285,train
12959,leaf_2460,train
12960,leaf_22384,train
12961,leaf_7947,train
12962,leaf_11306,train
12963,leaf_19318,train
12964,leaf_2900,train
12965,leaf_9499,train
12966,leaf_10993,train
12967,leaf_9803,train
12968,leaf_20339,train
12969,leaf_13073,train
12970,leaf_11891,train
12971,leaf_20532,train
12972,leaf_4193,train
12973,leaf_10542,train
12974,leaf_5157,train
12975,leaf_10668,train
12976,leaf_9525,train
12977,leaf_5703,train
12978,leaf_7126,train
12979,leaf_4504,train
12980,leaf_7301,train
12981,leaf_1340,train
12982,leaf_7393,train
12983,leaf_15878,train
12984,leaf_12303,train
12985,leaf_5306,train
12986,leaf_1422,train
12987,leaf_15009,train
12988,leaf_17519,train
12989,leaf_10801,train
12990,leaf_6062,train
12991,leaf_15572,train
12992,leaf_20257,train
12993,leaf_22250,train
12994,leaf_22584,train
12995,leaf_18147,train
12996,leaf_5550,train
12997,leaf_3914,train
12998,leaf_20599,train
12999,leaf_12707,train
13000,leaf_18292,train
13001,leaf_9106,train
13002,leaf_19561,train
13003,leaf_15822,train
13004,leaf_6053,train
13005,leaf_10634,train
13006,leaf_14368,train
13007,leaf_4097,train
13008,leaf_16953,train
13009,leaf_3770,train
13010,leaf_799,train
13011,leaf_1238,train
13012,leaf_1709,train
13013,leaf_13820,train
13014,leaf_2131,train
13015,leaf_7090,train
13016,leaf_20198,train
13017,leaf_16072,train
13018,leaf_2528,train
13019,leaf_12566,train
13020,leaf_9736,train
13021,leaf_21847,train
13022,leaf_19001,train
13023,leaf_11531,train
13024,leaf_11717,train
13025,leaf_17040,train
13026,leaf_1308,train
13027,leaf_1773,train
13028,leaf_10419,train
13029,leaf_6084,train
13030,leaf_12626,train
13031,leaf_6397,train
13032,leaf_7674,train
13033,leaf_21643,train
13034,leaf_11800,train
13035,leaf_17164,train
13036,leaf_17201,train
13037,leaf_6255,train
13038,leaf_561,train
13039,leaf_14805,train
13040,leaf_6639,train
13041,leaf_15936,train
13042,leaf_1673,train
13043,leaf_15530,train
13044,leaf_19948,train
13045,leaf_5009,train
13046,leaf_2215,train
13047,leaf_6944,train
13048,leaf_11707,train
13049,leaf_12099,train
13050,leaf_20607,train
13051,leaf_18305,train
13052,leaf_15316,train
13053,leaf_2824,train
13054,leaf_2687,train
13055,leaf_412,train
13056,leaf_8978,train
13057,leaf_6400,train
13058,leaf_583,train
13059,leaf_18327,train
13060,leaf_21456,train
13061,leaf_9029,train
13062,leaf_9332,train
13063,leaf_5992,train
13064,leaf_7829,train
13065,leaf_10548,train
13066,leaf_1337,train
13067,leaf_13153,train
13068,leaf_16534,train
13069,leaf_14064,train
13070,leaf_2543,train
13071,leaf_5147,train
13072,leaf_14536,train
13073,leaf_16245,train
13074,leaf_12481,train
13075,leaf_16694,train
13076,leaf_16849,train
13077,leaf_2008,train
13078,leaf_13129,train
13079,leaf_11017,train
13080,leaf_14667,train
13081,leaf_15295,train
13082,leaf_12139,train
13083,leaf_6239,train
13084,leaf_11965,train
13085,leaf_21362,train
13086,leaf_22158,train
13087,leaf_18991,train
13088,leaf_1818,train
13089,leaf_15096,train
13090,leaf_9538,train
13091,leaf_18126,train
13092,leaf_12022,train
13093,leaf_11686,train
13094,leaf_10800,train
13095,leaf_4074,train
13096,leaf_21682,train
13097,leaf_15931,train
13098,leaf_1230,train
13099,leaf_7107,train
13100,leaf_3247,train
13101,leaf_22544,train
13102,leaf_18345,train
13103,leaf_14249,train
13104,leaf_7695,train
13105,leaf_19879,train
13106,leaf_21242,train
13107,leaf_5078,train
13108,leaf_14934,train
13109,leaf_2985,train
13110,leaf_17016,train
13111,leaf_13330,train
13112,leaf_19477,train
13113,leaf_8412,train
13114,leaf_6824,train
13115,leaf_2596,train
13116,leaf_7814,train
13117,leaf_12341,train
13118,leaf_16428,train
13119,leaf_11227,train
13120,leaf_6377,train
13121,leaf_4938,train
